ticker,close,volume,sma20,sma50,vol_sma20,rsi,prev_high,passes,failed
KAYNES.NS,6326.5,216302.0,6638.55,6943.4,409009.05,34.18013856812934,6497.5,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
PIIND.NS,3552.699951171875,103460.0,3630.785009765625,3627.840009765625,225327.05,45.084917273248536,3590.0,False,"Volume ≤ Avg, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
CROMPTON.NS,275.0,2511708.0,284.53999786376954,295.3990002441406,3069604.6,23.40089429562792,282.70001220703125,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
OIL.NS,438.4500122070313,766851.0,426.5800018310547,415.1660003662109,1986494.75,62.14178103850876,442.7000122070313,False,"Volume ≤ Avg, No Breakout"
IEX.NS,137.3800048828125,1523858.0,140.78600006103517,141.55459991455078,6534826.9,23.9316190549162,140.3000030517578,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
AIAENG.NS,3673.89990234375,42995.0,3389.2599975585936,3235.20798828125,89888.25,68.22689476712718,3719.39990234375,False,"Volume ≤ Avg, No Breakout, Low Liquidity"
KOTAKBANK.NS,2068.800048828125,1342603.0,2130.7400146484374,2081.364016113281,2354837.0,22.63373727597425,2089.5,False,"Volume ≤ Avg, RSI ≤ 50, Price ≤ 50MA, No Breakout"
SBIN.NS,959.5499877929688,5912645.0,937.0649963378906,886.5589978027343,10819656.65,75.17097767249938,963.9500122070312,False,"Volume ≤ Avg, No Breakout"
BALRAMCHIN.NS,467.0,617733.0,459.45500030517576,479.5280010986328,437526.2,51.70603380215054,459.75,False,"20MA ≤ 50MA, Price ≤ 50MA, Low Liquidity"
SHYAMMETL.NS,854.5499877929688,59874.0,888.2324951171875,910.368994140625,203867.45,37.97747919143166,870.0999755859375,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
NATIONALUM.NS,260.95001220703125,7901028.0,237.5160705566406,221.5397021484375,13991972.65,72.20296887320566,267.84207478079657,False,"Volume ≤ Avg, No Breakout"
MCX.NS,9642.5,364039.0,9323.55,8604.99,507420.2,60.45285359801489,9723.0,False,"Volume ≤ Avg, No Breakout"
APLLTD.NS,903.6500244140624,16903.0,921.5475036621094,929.9650024414062,155257.85,46.49423656447356,930.0,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
DIVISLAB.NS,6518.5,96683.0,6631.025,6300.24,395824.8,51.32127955493741,6645.0,False,"Volume ≤ Avg, No Breakout, Low Liquidity"
JUBLPHARMA.NS,1131.9000244140625,85201.0,1132.1,1110.4540014648437,198755.7,51.47680549826119,1153.0,False,"Volume ≤ Avg, No Breakout, Low Liquidity"
BLS.NS,328.95001220703125,2623206.0,319.4250030517578,335.1619470214844,5515829.75,57.62621193417121,343.25,False,"Volume ≤ Avg, 20MA ≤ 50MA, Price ≤ 50MA, No Breakout"
LUPIN.NS,2044.4000244140625,424677.0,1970.315008544922,1972.1440087890624,1070018.05,71.79765477585818,2068.300048828125,False,"Volume ≤ Avg, 20MA ≤ 50MA, No Breakout"
TATATECH.NS,677.5499877929688,343640.0,688.2550018310546,693.3359985351562,544853.7,43.277752873910096,699.4000244140625,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
MAZDOCK.NS,2768.60009765625,953259.0,2750.4754272460937,2806.056826171875,884534.55,45.47833386365297,2777.0,False,"20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
SUPREMEIND.NS,3709.199951171875,252822.0,3924.8447265625,4160.2626171875,325816.25,32.012091415464965,3915.0,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
BANKINDIA.NS,145.75,2660427.0,139.6270004272461,128.29519973754884,13899821.6,65.51896641896666,147.13999938964844,False,"Volume ≤ Avg, No Breakout"
IDBI.NS,100.25,8124426.0,98.1830005645752,94.57580032348632,18970251.8,56.82095434792963,102.11000061035156,False,"Volume ≤ Avg, No Breakout"
NAM-INDIA.NS,867.3499755859375,272609.0,886.9021759033203,859.7125073242188,995907.65,40.5492712506601,894.8499755859375,False,"Volume ≤ Avg, RSI ≤ 50, No Breakout"
LICI.NS,906.1500244140624,419977.0,901.090005493164,895.0600012207032,1774944.3,53.17164179104477,908.4500122070312,False,"Volume ≤ Avg, No Breakout"
CREDITACC.NS,1362.4000244140625,549358.0,1379.4400024414062,1369.3399975585935,690333.5,36.6097690162416,1379.9000244140625,False,"Volume ≤ Avg, RSI ≤ 50, Price ≤ 50MA, No Breakout"
MAHSEAMLES.NS,560.1500244140625,68251.0,567.4800018310547,592.5490014648437,203541.15,39.43581995150919,566.0,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
TATAPOWER.NS,386.5499877929688,4462425.0,398.2699981689453,393.48599731445313,4537840.3,37.24395389067334,392.7000122070313,False,"Volume ≤ Avg, RSI ≤ 50, Price ≤ 50MA, No Breakout"
PIDILITIND.NS,1463.300048828125,369743.0,1484.2300048828124,1501.3160083007813,551577.95,38.70259206442413,1496.300048828125,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
CANFINHOME.NS,888.9000244140625,202646.0,863.6599945068359,809.188994140625,318639.15,63.3333186260884,884.7000122070312,False,"Volume ≤ Avg, Low Liquidity"
ZFCVINDIA.NS,12664.0,2698.0,12826.7,13111.9,13793.0,43.18429661941112,12993.0,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
CGCL.NS,198.3999938964844,299019.0,199.79950103759765,192.98161560058597,2853144.5,40.22661267010134,200.97000122070312,False,"Volume ≤ Avg, RSI ≤ 50, No Breakout"
ERIS.NS,1540.0999755859375,41985.0,1592.7449951171875,1619.7819970703124,82129.55,25.813506130795236,1593.0999755859375,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
IDFCFIRSTB.NS,80.08000183105469,12550680.0,79.4834991455078,74.7543994140625,35292256.55,59.44702664313389,81.69000244140625,False,"Volume ≤ Avg, No Breakout"
ADANIENSOL.NS,1024.25,1784013.0,966.9975067138672,907.4650048828124,1830940.85,69.52173884550791,1035.75,False,"Volume ≤ Avg, No Breakout"
ALKYLAMINE.NS,1771.9000244140625,10585.0,1851.7600036621093,1929.7760034179687,25539.6,34.45902952170795,1806.4000244140625,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
PRESTIGE.NS,1748.199951171875,572694.0,1743.7899780273438,1642.6999877929688,561678.35,43.64140715794474,1776.5,False,"RSI ≤ 50, No Breakout"
SONACOMS.NS,481.1000061035156,632494.0,480.7750015258789,450.4370007324219,1918777.3,47.92765560520956,500.7999877929688,False,"Volume ≤ Avg, RSI ≤ 50, No Breakout"
CHAMBLFERT.NS,462.7000122070313,771204.0,476.7481201171875,502.5991674804688,862477.75,34.82106598550662,472.1499938964844,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout"
KIMS.NS,664.7000122070312,242091.0,712.9375,722.0210021972656,321509.2,32.52057472788324,688.0499877929688,False,"Volume ≤ Avg, 20MA ≤ 50MA, RSI ≤ 50, Price ≤ 50MA, No Breakout, Low Liquidity"
